,tipo,categoria,pais_origem,pais_destino,ano,kg,valor
6200,Uvas frescas,,Brasil,Mexico,2010,,
6201,Uvas frescas,,Brasil,Mônaco,2010,,
6202,Uvas frescas,,Brasil,Mongólia,2010,,
6203,Uvas frescas,,Brasil,Montenegro,2010,,
6204,Uvas frescas,,Brasil,Nigéria,2010,,
6205,Uvas frescas,,Brasil,Noruega,2010,1016725.0,2766991.0
6206,Uvas frescas,,Brasil,Omã,2010,,
6207,Uvas frescas,,Brasil,Países Baixos,2010,26149217.0,58803505.0
6208,Uvas frescas,,Brasil,Palau,2010,,
6209,Uvas frescas,,Brasil,Panamá,2010,,
6210,Uvas frescas,,Brasil,Paquistão,2010,,
6211,Uvas frescas,,Brasil,Paraguai,2010,577.0,1035.0
6212,Uvas frescas,,Brasil,Pitcairn,2010,,
6213,Uvas frescas,,Brasil,Polônia,2010,,
6214,Uvas frescas,,Brasil,Porto Rico,2010,,
6215,Uvas frescas,,Brasil,Portugal,2010,,
6216,Uvas frescas,,Brasil,Quirguistão,2010,,
6217,Uvas frescas,,Brasil,Reino Unido,2010,15023635.0,32927215.0
6218,Uvas frescas,,Brasil,Republica Dominicana,2010,,
6219,Uvas frescas,,Brasil,Romênia,2010,,
6220,Uvas frescas,,Brasil,"Rússia,  Federação da",2010,301102.0,758660.0
6221,Uvas frescas,,Brasil,Samoa Americana,2010,,
6222,Uvas frescas,,Brasil,São Cristóvão e Névis,2010,,
6223,Uvas frescas,,Brasil,São Tomé e Príncipe,2010,,
6224,Uvas frescas,,Brasil,São Vicente e Granadinas,2010,,
6225,Uvas frescas,,Brasil,Serra Leoa,2010,,
6226,Uvas frescas,,Brasil,Senegal,2010,,
6227,Uvas frescas,,Brasil,Singapura,2010,,
6228,Uvas frescas,,Brasil,Sri Lanka,2010,,
6229,Uvas frescas,,Brasil,Suazilândia,2010,,
6230,Uvas frescas,,Brasil,Suécia,2010,368010.0,859539.0
6231,Uvas frescas,,Brasil,Suíça,2010,,
6232,Uvas frescas,,Brasil,Suriname,2010,,
6233,Uvas frescas,,Brasil,Tailândia,2010,,
6234,Uvas frescas,,Brasil,Taiwan,2010,,
6235,Uvas frescas,,Brasil,Tanzânia,2010,,
6236,Uvas frescas,,Brasil,Togo,2010,,
6237,Uvas frescas,,Brasil,Trindade e Tobago,2010,,
6238,Uvas frescas,,Brasil,Tunísia,2010,,
6239,Uvas frescas,,Brasil,"Turcas e Caicos, ilhas",2010,,
6240,Uvas frescas,,Brasil,Turquia,2010,,
6241,Uvas frescas,,Brasil,Tuvalu,2010,,
6242,Uvas frescas,,Brasil,Uruguai,2010,28848.0,48768.0
6243,Uvas frescas,,Brasil,Vanuatu,2010,,
6244,Uvas frescas,,Brasil,Venezuela,2010,,
6245,Uvas frescas,,Brasil,Vietnã,2010,,
6246,Uvas frescas,,Brasil,"Wallis e Futuna, Ilhas",2010,,
6247,Uvas frescas,,Brasil,Provisão de Navios e Aeronaves,2010,,
6248,Uvas frescas,,Brasil,Africa do Sul,2011,,
6249,Uvas frescas,,Brasil,"Alemanha, República Democrática",2011,1167243.0,2430345.0
6250,Uvas frescas,,Brasil,Angola,2011,,
6251,Uvas frescas,,Brasil,Antígua e Barbuda,2011,,
6252,Uvas frescas,,Brasil,Arabia Saudita,2011,15300.0,30600.0
6253,Uvas frescas,,Brasil,Argélia,2011,,
6254,Uvas frescas,,Brasil,Argentina,2011,264816.0,471205.0
6255,Uvas frescas,,Brasil,Áustria,2011,,
6256,Uvas frescas,,Brasil,Bahamas,2011,,
6257,Uvas frescas,,Brasil,Bahrein,2011,,
6258,Uvas frescas,,Brasil,Bangladesh,2011,,
6259,Uvas frescas,,Brasil,Barbados,2011,,
6260,Uvas frescas,,Brasil,Barein,2011,,
6261,Uvas frescas,,Brasil,Bélgica,2011,122727.0,271655.0
6262,Uvas frescas,,Brasil,Belize,2011,,
6263,Uvas frescas,,Brasil,Bermudas,2011,,
6264,Uvas frescas,,Brasil,Bolívia,2011,,
6265,Uvas frescas,,Brasil,Bósnia,2011,,
6266,Uvas frescas,,Brasil,Brasil,2011,,
6267,Uvas frescas,,Brasil,Bulgária,2011,,
6268,Uvas frescas,,Brasil,Burquina Faso,2011,,
6269,Uvas frescas,,Brasil,Cabo Verde,2011,,
6270,Uvas frescas,,Brasil,Camarões,2011,,
6271,Uvas frescas,,Brasil,Camores,2011,,
6272,Uvas frescas,,Brasil,Canadá,2011,834800.0,2251696.0
6273,Uvas frescas,,Brasil,Catar,2011,,
6274,Uvas frescas,,Brasil,"Cayman, Ilhas",2011,,
6275,Uvas frescas,,Brasil,Chile,2011,,
6276,Uvas frescas,,Brasil,China,2011,,
6277,Uvas frescas,,Brasil,Chipre,2011,,
6278,Uvas frescas,,Brasil,Cingapura,2011,,
6279,Uvas frescas,,Brasil,"Cocos (Keeling), Ilhas",2011,,
6280,Uvas frescas,,Brasil,"Cook, Ilhas",2011,,
6281,Uvas frescas,,Brasil,Colômbia,2011,,
6282,Uvas frescas,,Brasil,Congo,2011,,
6283,Uvas frescas,,Brasil,Coreia do Norte,2011,,
6284,Uvas frescas,,Brasil,Coreia do Sul,2011,,
6285,Uvas frescas,,Brasil,Costa do Marfim,2011,,
6286,Uvas frescas,,Brasil,Coveite,2011,,
6287,Uvas frescas,,Brasil,Croácia,2011,,
6288,Uvas frescas,,Brasil,Curaçao,2011,,
6289,Uvas frescas,,Brasil,Dinamarca,2011,12480.0,34597.0
6290,Uvas frescas,,Brasil,Djibuti,2011,,
6291,Uvas frescas,,Brasil,Egito,2011,,
6292,Uvas frescas,,Brasil,Emirados Árabes Unidos,2011,50184.0,109956.0
6293,Uvas frescas,,Brasil,Eslovênia,2011,,
6294,Uvas frescas,,Brasil,Espanha,2011,12480.0,33723.0
6295,Uvas frescas,,Brasil,Estados Unidos,2011,16251053.0,37440295.0
6296,Uvas frescas,,Brasil,Falkland (Ilhas Malvinas),2011,,
6297,Uvas frescas,,Brasil,"Faroé, Ilhas",2011,,
6298,Uvas frescas,,Brasil,Filipinas,2011,,
6299,Uvas frescas,,Brasil,Finlândia,2011,,
6300,Uvas frescas,,Brasil,França,2011,,
6301,Uvas frescas,,Brasil,Gabão,2011,,
6302,Uvas frescas,,Brasil,Gana,2011,,
6303,Uvas frescas,,Brasil,Georgia,2011,,
6304,Uvas frescas,,Brasil,Gibraltar,2011,,
6305,Uvas frescas,,Brasil,Grécia,2011,,
6306,Uvas frescas,,Brasil,Guadalupe,2011,,
6307,Uvas frescas,,Brasil,Guiana,2011,,
6308,Uvas frescas,,Brasil,Guiana Francesa,2011,,
6309,Uvas frescas,,Brasil,Guiné-Bissau,2011,,
6310,Uvas frescas,,Brasil,Guine Equatorial,2011,,
6311,Uvas frescas,,Brasil,Honduras,2011,,
6312,Uvas frescas,,Brasil,Hong Kong,2011,,
6313,Uvas frescas,,Brasil,Ilha de Man,2011,,
6314,Uvas frescas,,Brasil,Ilhas Virgens,2011,,
6315,Uvas frescas,,Brasil,Índia,2011,,
6316,Uvas frescas,,Brasil,Indonésia,2011,,
6317,Uvas frescas,,Brasil,Irã,2011,,
6318,Uvas frescas,,Brasil,Iraque,2011,,
6319,Uvas frescas,,Brasil,Irlanda,2011,88760.0,135771.0
6320,Uvas frescas,,Brasil,Islândia,2011,,
6321,Uvas frescas,,Brasil,Itália,2011,115000.0,315501.0
6322,Uvas frescas,,Brasil,Japão,2011,,
6323,Uvas frescas,,Brasil,Jérsei,2011,,
6324,Uvas frescas,,Brasil,Jordânia,2011,,
6325,Uvas frescas,,Brasil,Letônia,2011,,
6326,Uvas frescas,,Brasil,Líbano,2011,,
6327,Uvas frescas,,Brasil,Libéria,2011,,
6328,Uvas frescas,,Brasil,Líbia,2011,,
6329,Uvas frescas,,Brasil,Lituânia,2011,114350.0,245434.0
6330,Uvas frescas,,Brasil,Luxemburgo,2011,,
6331,Uvas frescas,,Brasil,Macedônia,2011,,
6332,Uvas frescas,,Brasil,Malásia,2011,,
6333,Uvas frescas,,Brasil,Malta,2011,,
6334,Uvas frescas,,Brasil,"Marianas do Norte, Ilhas",2011,,
6335,Uvas frescas,,Brasil,Marrocos,2011,,
6336,Uvas frescas,,Brasil,"Marshall, Ilhas",2011,,
6337,Uvas frescas,,Brasil,Martinica,2011,,
6338,Uvas frescas,,Brasil,Mauricio,2011,,
6339,Uvas frescas,,Brasil,Mauritânia,2011,,
6340,Uvas frescas,,Brasil,Mexico,2011,,
6341,Uvas frescas,,Brasil,Mônaco,2011,,
6342,Uvas frescas,,Brasil,Mongólia,2011,,
6343,Uvas frescas,,Brasil,Montenegro,2011,,
6344,Uvas frescas,,Brasil,Nigéria,2011,,
6345,Uvas frescas,,Brasil,Noruega,2011,963990.0,2631452.0
6346,Uvas frescas,,Brasil,Omã,2011,,
6347,Uvas frescas,,Brasil,Países Baixos,2011,25334471.0,56063878.0
6348,Uvas frescas,,Brasil,Palau,2011,,
6349,Uvas frescas,,Brasil,Panamá,2011,,
6350,Uvas frescas,,Brasil,Paquistão,2011,,
6351,Uvas frescas,,Brasil,Paraguai,2011,,
6352,Uvas frescas,,Brasil,Pitcairn,2011,,
6353,Uvas frescas,,Brasil,Polônia,2011,,
6354,Uvas frescas,,Brasil,Porto Rico,2011,,
6355,Uvas frescas,,Brasil,Portugal,2011,18.0,28.0
6356,Uvas frescas,,Brasil,Quirguistão,2011,,
6357,Uvas frescas,,Brasil,Reino Unido,2011,13266351.0,31910142.0
6358,Uvas frescas,,Brasil,Republica Dominicana,2011,,
6359,Uvas frescas,,Brasil,Romênia,2011,,
6360,Uvas frescas,,Brasil,"Rússia,  Federação da",2011,501930.0,893448.0
6361,Uvas frescas,,Brasil,Samoa Americana,2011,,
6362,Uvas frescas,,Brasil,São Cristóvão e Névis,2011,,
6363,Uvas frescas,,Brasil,São Tomé e Príncipe,2011,,
6364,Uvas frescas,,Brasil,São Vicente e Granadinas,2011,,
6365,Uvas frescas,,Brasil,Serra Leoa,2011,,
6366,Uvas frescas,,Brasil,Senegal,2011,,
6367,Uvas frescas,,Brasil,Singapura,2011,,
6368,Uvas frescas,,Brasil,Sri Lanka,2011,,
6369,Uvas frescas,,Brasil,Suazilândia,2011,,
6370,Uvas frescas,,Brasil,Suécia,2011,240313.0,422429.0
6371,Uvas frescas,,Brasil,Suíça,2011,,
6372,Uvas frescas,,Brasil,Suriname,2011,,
6373,Uvas frescas,,Brasil,Tailândia,2011,,
6374,Uvas frescas,,Brasil,Taiwan,2011,,
6375,Uvas frescas,,Brasil,Tanzânia,2011,,
6376,Uvas frescas,,Brasil,Togo,2011,,
6377,Uvas frescas,,Brasil,Trindade e Tobago,2011,,
6378,Uvas frescas,,Brasil,Tunísia,2011,,
6379,Uvas frescas,,Brasil,"Turcas e Caicos, ilhas",2011,,
6380,Uvas frescas,,Brasil,Turquia,2011,,
6381,Uvas frescas,,Brasil,Tuvalu,2011,,
6382,Uvas frescas,,Brasil,Uruguai,2011,35216.0,90702.0
6383,Uvas frescas,,Brasil,Vanuatu,2011,,
6384,Uvas frescas,,Brasil,Venezuela,2011,,
6385,Uvas frescas,,Brasil,Vietnã,2011,,
6386,Uvas frescas,,Brasil,"Wallis e Futuna, Ilhas",2011,,
6387,Uvas frescas,,Brasil,Provisão de Navios e Aeronaves,2011,,
6388,Uvas frescas,,Brasil,Africa do Sul,2012,,
6389,Uvas frescas,,Brasil,"Alemanha, República Democrática",2012,1021075.0,2064845.0
6390,Uvas frescas,,Brasil,Angola,2012,350.0,2492.0
6391,Uvas frescas,,Brasil,Antígua e Barbuda,2012,,
6392,Uvas frescas,,Brasil,Arabia Saudita,2012,,
6393,Uvas frescas,,Brasil,Argélia,2012,,
6394,Uvas frescas,,Brasil,Argentina,2012,170851.0,298692.0
6395,Uvas frescas,,Brasil,Áustria,2012,,
6396,Uvas frescas,,Brasil,Bahamas,2012,,
6397,Uvas frescas,,Brasil,Bahrein,2012,,
6398,Uvas frescas,,Brasil,Bangladesh,2012,,
6399,Uvas frescas,,Brasil,Barbados,2012,,
6400,Uvas frescas,,Brasil,Barein,2012,,
6401,Uvas frescas,,Brasil,Bélgica,2012,,
6402,Uvas frescas,,Brasil,Belize,2012,,
6403,Uvas frescas,,Brasil,Bermudas,2012,,
6404,Uvas frescas,,Brasil,Bolívia,2012,17.0,96.0
6405,Uvas frescas,,Brasil,Bósnia,2012,,
6406,Uvas frescas,,Brasil,Brasil,2012,,
6407,Uvas frescas,,Brasil,Bulgária,2012,,
6408,Uvas frescas,,Brasil,Burquina Faso,2012,,
6409,Uvas frescas,,Brasil,Cabo Verde,2012,,
6410,Uvas frescas,,Brasil,Camarões,2012,,
6411,Uvas frescas,,Brasil,Camores,2012,,
6412,Uvas frescas,,Brasil,Canadá,2012,751591.0,2143723.0
6413,Uvas frescas,,Brasil,Catar,2012,,
6414,Uvas frescas,,Brasil,"Cayman, Ilhas",2012,,
6415,Uvas frescas,,Brasil,Chile,2012,,
6416,Uvas frescas,,Brasil,China,2012,,
6417,Uvas frescas,,Brasil,Chipre,2012,,
6418,Uvas frescas,,Brasil,Cingapura,2012,,
6419,Uvas frescas,,Brasil,"Cocos (Keeling), Ilhas",2012,,
6420,Uvas frescas,,Brasil,"Cook, Ilhas",2012,,
6421,Uvas frescas,,Brasil,Colômbia,2012,,
6422,Uvas frescas,,Brasil,Congo,2012,,
6423,Uvas frescas,,Brasil,Coreia do Norte,2012,,
6424,Uvas frescas,,Brasil,Coreia do Sul,2012,,
6425,Uvas frescas,,Brasil,Costa do Marfim,2012,,
6426,Uvas frescas,,Brasil,Coveite,2012,,
6427,Uvas frescas,,Brasil,Croácia,2012,,
6428,Uvas frescas,,Brasil,Curaçao,2012,,
6429,Uvas frescas,,Brasil,Dinamarca,2012,12480.0,40211.0
6430,Uvas frescas,,Brasil,Djibuti,2012,,
6431,Uvas frescas,,Brasil,Egito,2012,,
6432,Uvas frescas,,Brasil,Emirados Árabes Unidos,2012,65280.0,133946.0
6433,Uvas frescas,,Brasil,Eslovênia,2012,,
6434,Uvas frescas,,Brasil,Espanha,2012,,
6435,Uvas frescas,,Brasil,Estados Unidos,2012,8825628.0,19162062.0
6436,Uvas frescas,,Brasil,Falkland (Ilhas Malvinas),2012,,
6437,Uvas frescas,,Brasil,"Faroé, Ilhas",2012,,
6438,Uvas frescas,,Brasil,Filipinas,2012,,
6439,Uvas frescas,,Brasil,Finlândia,2012,109278.0,445626.0
6440,Uvas frescas,,Brasil,França,2012,,
6441,Uvas frescas,,Brasil,Gabão,2012,,
6442,Uvas frescas,,Brasil,Gana,2012,,
6443,Uvas frescas,,Brasil,Georgia,2012,,
6444,Uvas frescas,,Brasil,Gibraltar,2012,,
6445,Uvas frescas,,Brasil,Grécia,2012,,
6446,Uvas frescas,,Brasil,Guadalupe,2012,,
6447,Uvas frescas,,Brasil,Guiana,2012,,
6448,Uvas frescas,,Brasil,Guiana Francesa,2012,,
6449,Uvas frescas,,Brasil,Guiné-Bissau,2012,,
6450,Uvas frescas,,Brasil,Guine Equatorial,2012,80.0,598.0
6451,Uvas frescas,,Brasil,Honduras,2012,,
6452,Uvas frescas,,Brasil,Hong Kong,2012,,
6453,Uvas frescas,,Brasil,Ilha de Man,2012,,
6454,Uvas frescas,,Brasil,Ilhas Virgens,2012,,
6455,Uvas frescas,,Brasil,Índia,2012,,
6456,Uvas frescas,,Brasil,Indonésia,2012,,
6457,Uvas frescas,,Brasil,Irã,2012,,
6458,Uvas frescas,,Brasil,Iraque,2012,,
6459,Uvas frescas,,Brasil,Irlanda,2012,61300.0,56563.0
6460,Uvas frescas,,Brasil,Islândia,2012,,
6461,Uvas frescas,,Brasil,Itália,2012,118705.0,383214.0
6462,Uvas frescas,,Brasil,Japão,2012,,
6463,Uvas frescas,,Brasil,Jérsei,2012,,
6464,Uvas frescas,,Brasil,Jordânia,2012,,
6465,Uvas frescas,,Brasil,Letônia,2012,,
6466,Uvas frescas,,Brasil,Líbano,2012,,
6467,Uvas frescas,,Brasil,Libéria,2012,,
6468,Uvas frescas,,Brasil,Líbia,2012,,
6469,Uvas frescas,,Brasil,Lituânia,2012,111944.0,302874.0
6470,Uvas frescas,,Brasil,Luxemburgo,2012,4320.0,15993.0
6471,Uvas frescas,,Brasil,Macedônia,2012,,
6472,Uvas frescas,,Brasil,Malásia,2012,,
6473,Uvas frescas,,Brasil,Malta,2012,,
6474,Uvas frescas,,Brasil,"Marianas do Norte, Ilhas",2012,,
6475,Uvas frescas,,Brasil,Marrocos,2012,,
6476,Uvas frescas,,Brasil,"Marshall, Ilhas",2012,,
6477,Uvas frescas,,Brasil,Martinica,2012,,
6478,Uvas frescas,,Brasil,Mauricio,2012,,
6479,Uvas frescas,,Brasil,Mauritânia,2012,,
6480,Uvas frescas,,Brasil,Mexico,2012,,
6481,Uvas frescas,,Brasil,Mônaco,2012,,
6482,Uvas frescas,,Brasil,Mongólia,2012,,
6483,Uvas frescas,,Brasil,Montenegro,2012,,
6484,Uvas frescas,,Brasil,Nigéria,2012,,
6485,Uvas frescas,,Brasil,Noruega,2012,1273703.0,3748091.0
6486,Uvas frescas,,Brasil,Omã,2012,,
6487,Uvas frescas,,Brasil,Países Baixos,2012,26638825.0,61694552.0
6488,Uvas frescas,,Brasil,Palau,2012,,
6489,Uvas frescas,,Brasil,Panamá,2012,,
6490,Uvas frescas,,Brasil,Paquistão,2012,,
6491,Uvas frescas,,Brasil,Paraguai,2012,2005.0,4205.0
6492,Uvas frescas,,Brasil,Pitcairn,2012,,
6493,Uvas frescas,,Brasil,Polônia,2012,,
6494,Uvas frescas,,Brasil,Porto Rico,2012,,
6495,Uvas frescas,,Brasil,Portugal,2012,,
6496,Uvas frescas,,Brasil,Quirguistão,2012,,
6497,Uvas frescas,,Brasil,Reino Unido,2012,12426198.0,30179689.0
6498,Uvas frescas,,Brasil,Republica Dominicana,2012,,
6499,Uvas frescas,,Brasil,Romênia,2012,,
6500,Uvas frescas,,Brasil,"Rússia,  Federação da",2012,45320.0,104620.0
6501,Uvas frescas,,Brasil,Samoa Americana,2012,,
6502,Uvas frescas,,Brasil,São Cristóvão e Névis,2012,,
6503,Uvas frescas,,Brasil,São Tomé e Príncipe,2012,,
6504,Uvas frescas,,Brasil,São Vicente e Granadinas,2012,,
6505,Uvas frescas,,Brasil,Serra Leoa,2012,,
6506,Uvas frescas,,Brasil,Senegal,2012,,
6507,Uvas frescas,,Brasil,Singapura,2012,,
6508,Uvas frescas,,Brasil,Sri Lanka,2012,,
6509,Uvas frescas,,Brasil,Suazilândia,2012,,
6510,Uvas frescas,,Brasil,Suécia,2012,364265.0,1076257.0
6511,Uvas frescas,,Brasil,Suíça,2012,,
6512,Uvas frescas,,Brasil,Suriname,2012,,
6513,Uvas frescas,,Brasil,Tailândia,2012,,
6514,Uvas frescas,,Brasil,Taiwan,2012,,
6515,Uvas frescas,,Brasil,Tanzânia,2012,,
6516,Uvas frescas,,Brasil,Togo,2012,,
6517,Uvas frescas,,Brasil,Trindade e Tobago,2012,,
6518,Uvas frescas,,Brasil,Tunísia,2012,,
6519,Uvas frescas,,Brasil,"Turcas e Caicos, ilhas",2012,,
6520,Uvas frescas,,Brasil,Turquia,2012,,
6521,Uvas frescas,,Brasil,Tuvalu,2012,,
6522,Uvas frescas,,Brasil,Uruguai,2012,14864.0,39923.0
6523,Uvas frescas,,Brasil,Vanuatu,2012,,
6524,Uvas frescas,,Brasil,Venezuela,2012,,
6525,Uvas frescas,,Brasil,Vietnã,2012,,
6526,Uvas frescas,,Brasil,"Wallis e Futuna, Ilhas",2012,,
6527,Uvas frescas,,Brasil,Provisão de Navios e Aeronaves,2012,,
6528,Uvas frescas,,Brasil,Africa do Sul,2013,,
6529,Uvas frescas,,Brasil,"Alemanha, República Democrática",2013,2457655.0,5316776.0
6530,Uvas frescas,,Brasil,Angola,2013,,
6531,Uvas frescas,,Brasil,Antígua e Barbuda,2013,,
6532,Uvas frescas,,Brasil,Arabia Saudita,2013,,
6533,Uvas frescas,,Brasil,Argélia,2013,,
6534,Uvas frescas,,Brasil,Argentina,2013,32640.0,73440.0
6535,Uvas frescas,,Brasil,Áustria,2013,,
6536,Uvas frescas,,Brasil,Bahamas,2013,,
6537,Uvas frescas,,Brasil,Bahrein,2013,,
6538,Uvas frescas,,Brasil,Bangladesh,2013,,
6539,Uvas frescas,,Brasil,Barbados,2013,,
6540,Uvas frescas,,Brasil,Barein,2013,,
6541,Uvas frescas,,Brasil,Bélgica,2013,,
6542,Uvas frescas,,Brasil,Belize,2013,,
6543,Uvas frescas,,Brasil,Bermudas,2013,,
6544,Uvas frescas,,Brasil,Bolívia,2013,,
6545,Uvas frescas,,Brasil,Bósnia,2013,,
6546,Uvas frescas,,Brasil,Brasil,2013,,
6547,Uvas frescas,,Brasil,Bulgária,2013,,
6548,Uvas frescas,,Brasil,Burquina Faso,2013,,
6549,Uvas frescas,,Brasil,Cabo Verde,2013,,
6550,Uvas frescas,,Brasil,Camarões,2013,,
6551,Uvas frescas,,Brasil,Camores,2013,,
6552,Uvas frescas,,Brasil,Canadá,2013,725927.0,1858772.0
6553,Uvas frescas,,Brasil,Catar,2013,,
6554,Uvas frescas,,Brasil,"Cayman, Ilhas",2013,,
6555,Uvas frescas,,Brasil,Chile,2013,,
6556,Uvas frescas,,Brasil,China,2013,,
6557,Uvas frescas,,Brasil,Chipre,2013,,
6558,Uvas frescas,,Brasil,Cingapura,2013,,
6559,Uvas frescas,,Brasil,"Cocos (Keeling), Ilhas",2013,,
6560,Uvas frescas,,Brasil,"Cook, Ilhas",2013,,
6561,Uvas frescas,,Brasil,Colômbia,2013,,
6562,Uvas frescas,,Brasil,Congo,2013,,
6563,Uvas frescas,,Brasil,Coreia do Norte,2013,,
6564,Uvas frescas,,Brasil,Coreia do Sul,2013,,
6565,Uvas frescas,,Brasil,Costa do Marfim,2013,,
6566,Uvas frescas,,Brasil,Coveite,2013,8.0,28.0
6567,Uvas frescas,,Brasil,Croácia,2013,,
6568,Uvas frescas,,Brasil,Curaçao,2013,,
6569,Uvas frescas,,Brasil,Dinamarca,2013,111100.0,298900.0
6570,Uvas frescas,,Brasil,Djibuti,2013,,
6571,Uvas frescas,,Brasil,Egito,2013,,
6572,Uvas frescas,,Brasil,Emirados Árabes Unidos,2013,233100.0,545937.0
6573,Uvas frescas,,Brasil,Eslovênia,2013,,
6574,Uvas frescas,,Brasil,Espanha,2013,,
6575,Uvas frescas,,Brasil,Estados Unidos,2013,2666978.0,5673245.0
6576,Uvas frescas,,Brasil,Falkland (Ilhas Malvinas),2013,,
6577,Uvas frescas,,Brasil,"Faroé, Ilhas",2013,,
6578,Uvas frescas,,Brasil,Filipinas,2013,,
6579,Uvas frescas,,Brasil,Finlândia,2013,304120.0,971821.0
6580,Uvas frescas,,Brasil,França,2013,,
6581,Uvas frescas,,Brasil,Gabão,2013,,
6582,Uvas frescas,,Brasil,Gana,2013,,
6583,Uvas frescas,,Brasil,Georgia,2013,,
6584,Uvas frescas,,Brasil,Gibraltar,2013,,
6585,Uvas frescas,,Brasil,Grécia,2013,,
6586,Uvas frescas,,Brasil,Guadalupe,2013,,
6587,Uvas frescas,,Brasil,Guiana,2013,,
6588,Uvas frescas,,Brasil,Guiana Francesa,2013,,
6589,Uvas frescas,,Brasil,Guiné-Bissau,2013,,
6590,Uvas frescas,,Brasil,Guine Equatorial,2013,2912.0,14609.0
6591,Uvas frescas,,Brasil,Honduras,2013,,
6592,Uvas frescas,,Brasil,Hong Kong,2013,,
6593,Uvas frescas,,Brasil,Ilha de Man,2013,,
6594,Uvas frescas,,Brasil,Ilhas Virgens,2013,,
6595,Uvas frescas,,Brasil,Índia,2013,,
6596,Uvas frescas,,Brasil,Indonésia,2013,,
6597,Uvas frescas,,Brasil,Irã,2013,,
6598,Uvas frescas,,Brasil,Iraque,2013,,
6599,Uvas frescas,,Brasil,Irlanda,2013,80500.0,98900.0
6600,Uvas frescas,,Brasil,Islândia,2013,,
6601,Uvas frescas,,Brasil,Itália,2013,48000.0,144696.0
6602,Uvas frescas,,Brasil,Japão,2013,,
6603,Uvas frescas,,Brasil,Jérsei,2013,,
6604,Uvas frescas,,Brasil,Jordânia,2013,,
6605,Uvas frescas,,Brasil,Letônia,2013,,
6606,Uvas frescas,,Brasil,Líbano,2013,,
6607,Uvas frescas,,Brasil,Libéria,2013,,
6608,Uvas frescas,,Brasil,Líbia,2013,,
6609,Uvas frescas,,Brasil,Lituânia,2013,119288.0,263523.0
6610,Uvas frescas,,Brasil,Luxemburgo,2013,,
6611,Uvas frescas,,Brasil,Macedônia,2013,,
6612,Uvas frescas,,Brasil,Malásia,2013,,
6613,Uvas frescas,,Brasil,Malta,2013,,
6614,Uvas frescas,,Brasil,"Marianas do Norte, Ilhas",2013,,
6615,Uvas frescas,,Brasil,Marrocos,2013,,
6616,Uvas frescas,,Brasil,"Marshall, Ilhas",2013,,
6617,Uvas frescas,,Brasil,Martinica,2013,,
6618,Uvas frescas,,Brasil,Mauricio,2013,,
6619,Uvas frescas,,Brasil,Mauritânia,2013,,
6620,Uvas frescas,,Brasil,Mexico,2013,,
6621,Uvas frescas,,Brasil,Mônaco,2013,,
6622,Uvas frescas,,Brasil,Mongólia,2013,,
6623,Uvas frescas,,Brasil,Montenegro,2013,,
6624,Uvas frescas,,Brasil,Nigéria,2013,,
6625,Uvas frescas,,Brasil,Noruega,2013,1213647.0,3776488.0
6626,Uvas frescas,,Brasil,Omã,2013,,
6627,Uvas frescas,,Brasil,Países Baixos,2013,20822086.0,48735513.0
6628,Uvas frescas,,Brasil,Palau,2013,,
6629,Uvas frescas,,Brasil,Panamá,2013,,
6630,Uvas frescas,,Brasil,Paquistão,2013,,
6631,Uvas frescas,,Brasil,Paraguai,2013,,
6632,Uvas frescas,,Brasil,Pitcairn,2013,,
6633,Uvas frescas,,Brasil,Polônia,2013,,
6634,Uvas frescas,,Brasil,Porto Rico,2013,,
6635,Uvas frescas,,Brasil,Portugal,2013,10.0,11.0
6636,Uvas frescas,,Brasil,Quirguistão,2013,,
6637,Uvas frescas,,Brasil,Reino Unido,2013,13294489.0,32153501.0
6638,Uvas frescas,,Brasil,Republica Dominicana,2013,,
6639,Uvas frescas,,Brasil,Romênia,2013,,
6640,Uvas frescas,,Brasil,"Rússia,  Federação da",2013,61440.0,176640.0
6641,Uvas frescas,,Brasil,Samoa Americana,2013,,
6642,Uvas frescas,,Brasil,São Cristóvão e Névis,2013,,
6643,Uvas frescas,,Brasil,São Tomé e Príncipe,2013,,
6644,Uvas frescas,,Brasil,São Vicente e Granadinas,2013,,
6645,Uvas frescas,,Brasil,Serra Leoa,2013,,
6646,Uvas frescas,,Brasil,Senegal,2013,,
6647,Uvas frescas,,Brasil,Singapura,2013,,
6648,Uvas frescas,,Brasil,Sri Lanka,2013,,
6649,Uvas frescas,,Brasil,Suazilândia,2013,,
6650,Uvas frescas,,Brasil,Suécia,2013,957936.0,2773969.0
6651,Uvas frescas,,Brasil,Suíça,2013,,
6652,Uvas frescas,,Brasil,Suriname,2013,,
6653,Uvas frescas,,Brasil,Tailândia,2013,,
6654,Uvas frescas,,Brasil,Taiwan,2013,,
6655,Uvas frescas,,Brasil,Tanzânia,2013,,
6656,Uvas frescas,,Brasil,Togo,2013,,
6657,Uvas frescas,,Brasil,Trindade e Tobago,2013,,
6658,Uvas frescas,,Brasil,Tunísia,2013,,
6659,Uvas frescas,,Brasil,"Turcas e Caicos, ilhas",2013,,
6660,Uvas frescas,,Brasil,Turquia,2013,,
6661,Uvas frescas,,Brasil,Tuvalu,2013,,
6662,Uvas frescas,,Brasil,Uruguai,2013,48720.0,117918.0
6663,Uvas frescas,,Brasil,Vanuatu,2013,,
6664,Uvas frescas,,Brasil,Venezuela,2013,,
